Employee_ID;Salary;Department
1;5296;5
2;6957;4
4;7264;4
5;7456;2
6;2481;3
7;7915;2
8;9761;7
9;9303;5
11;4962;6
12;9257;2
13;4743;0
14;5225;7
15;1964;3
16;5245;7
17;2358;2
19;6608;2
20;3829;3
22;2842;3
23;8042;7
24;1002;1
25;1156;5
27;1361;4
28;9602;5
29;7984;7
30;5908;4
31;1872;2
32;3027;5
33;2823;4
34;5326;7
35;7480;7
36;2986;3
37;1327;6
41;5560;6
42;4149;5
43;4663;3
44;5453;7
45;2244;1
46;4961;7
47;1005;2
49;9929;7
50;9964;4
51;8592;4
52;2253;2
53;6645;6
54;5556;5
55;7470;5
58;3174;3
59;3641;6
60;7239;7
61;6933;4
62;4454;1
63;7711;4
64;7395;4
66;8561;1
67;5776;2
68;4840;4
69;8664;5
70;2360;5
71;9390;7
72;9659;2
73;9825;7
74;1633;5
75;9196;6
76;2969;2
77;6339;3
78;9953;1
80;6028;3
81;2015;1
82;3145;4
83;4432;2
84;3358;5
85;9036;3
86;4734;2
88;9186;1
89;7714;3
90;2872;5
91;5652;7
92;8761;6
94;6653;4
95;9117;1
96;8144;6
97;6417;5
98;9281;6
100;6469;5
101;8157;7
102;3376;1
103;4090;7
104;4444;3
105;2935;1
106;5184;7
107;3631;2
108;5712;3
109;6351;1
110;8386;4
111;1110;2
112;5226;2
113;8275;4
114;4817;4
115;8824;6
116;4098;7
117;9740;6
118;6790;2
119;3065;4
120;5544;0
121;1954;4
122;2138;3
123;7111;3
124;8795;2
125;2037;4
126;9568;5
127;6359;1
128;6212;5
129;9953;7
130;1876;3
131;2436;2
132;4108;4
133;7881;6
134;7634;2
135;3184;3
136;5345;4
137;6115;2
138;3776;7
139;7470;6
140;1403;5
141;6645;4
142;5915;4
143;2013;7
144;6030;1
145;5725;2
146;1522;7
147;1711;7
150;5250;6
153;2308;2
154;4163;6
155;4980;2
156;7991;2
157;2553;4
158;1343;2
159;8849;7
160;3074;3
161;9943;7
162;9565;2
164;5073;7
165;5071;4
166;3161;7
167;1578;1
168;7674;2
169;3875;4
170;8371;3
171;4556;4
172;4222;3
173;7344;0
174;9374;5
175;8178;2
176;3412;4
177;4357;4
178;7330;6
179;8747;2
180;9357;5
181;8977;6
182;1117;4
183;4288;1
184;3309;2
186;7209;6
187;8281;7
188;8066;2
189;3748;2
190;6486;4
191;3521;7
192;4513;2
193;3334;3
194;3400;5
196;7873;2
197;9836;5
198;4446;1
199;4583;2
200;3292;4
201;3361;4
202;5952;1
203;4438;3
204;5364;5
205;4154;7
206;8121;2
207;7613;7
208;8809;2
209;5309;2
210;3227;4
212;1374;6
213;1164;7
214;1091;7
216;2874;7
217;1767;4
218;6696;4
219;2200;2
220;8854;3
221;7592;6
222;9366;5
223;7592;5
224;2259;5
225;9326;6
226;4265;6
227;6322;3
228;9753;7
231;3219;0
232;7102;1
233;4452;4
234;5522;3
235;3214;5
236;3960;6
237;6016;3
238;8954;2
239;9508;5
240;9404;3
241;3060;1
242;7420;7
243;5793;3
244;2983;5
245;3914;6
246;1503;5
248;9037;6
250;9368;6
251;1992;3
252;8786;4
253;4555;7
254;7714;7
256;7048;7
257;7145;6
258;6174;3
259;8915;2
260;7163;5
261;2111;1
262;6313;6
264;6599;6
265;1879;7
266;3177;3
268;3327;5
269;6020;7
270;6309;5
271;5593;7
272;6354;5
273;9768;3
274;1425;3
275;9265;2
276;1257;3
277;1501;0
278;4363;1
279;6888;3
280;8257;3
281;1051;5
282;5898;2
283;2218;4
284;1175;3
285;1552;7
286;8101;4
288;3276;1
289;9921;3
290;4099;2
291;6331;1
292;8206;1
293;5399;2
294;2111;7
295;3778;2
296;9332;1
297;8294;7
299;1077;7
300;2886;2
303;5713;7
304;2330;1
305;3542;1
306;1112;3
307;4604;1
308;7646;6
309;2897;2
310;4434;2
311;2858;3
312;9468;5
313;5315;2
314;2830;1
315;4328;7
316;1275;1
318;8359;6
319;3373;3
320;8817;7
322;8269;4
323;3991;3
324;5020;6
325;4421;3
326;3203;5
327;5988;4
328;9813;4
330;7013;5
332;8695;7
333;7401;1
334;2129;7
335;7299;6
336;2259;5
337;7475;7
338;5394;7
339;1811;2
340;3139;6
341;6220;6
342;4714;7
344;6556;4
345;2908;5
346;2636;2
347;1968;3
348;5955;6
349;2934;7
350;7620;7
351;9151;6
352;2064;3
353;2418;6
355;7866;7
356;4845;7
357;4252;4
358;8080;6
359;1203;7
360;9147;3
361;6623;1
362;5314;7
364;6373;5
365;4354;5
366;1478;4
367;3248;6
368;4213;5
369;3791;4
370;1415;7
372;5259;4
373;6175;7
374;3746;4
375;8643;3
376;4109;4
377;8243;5
378;3247;7
379;1235;3
380;8425;2
381;2738;4
382;8539;1
383;7792;6
384;1529;2
385;5474;2
386;7879;2
387;6190;5
388;7751;0
389;5938;7
390;8894;2
391;2225;7
392;2021;5
394;6827;2
395;4795;7
396;5256;3
398;6086;2
399;3601;5
400;5788;2
401;6573;6
402;1819;3
403;8757;2
404;9501;7
405;7305;3
406;6422;2
407;4691;4
408;8353;4
409;7815;2
410;7352;3
411;5004;4
412;9808;6
413;8424;5
414;5299;1
415;1854;6
418;1527;6
419;4259;5
420;5170;4
421;6884;4
423;1016;2
425;5617;2
426;9246;7
427;9275;1
428;6770;7
429;2700;6
431;5176;6
432;5430;7
433;5680;2
434;7997;4
435;4775;1
439;3117;7
440;4230;4
441;4076;6
442;2455;7
443;1722;1
444;7630;5
445;3304;3
446;2420;7
447;5264;0
449;4927;7
450;4099;0
452;4876;3
453;3272;3
455;4798;1
456;6760;4
457;1150;6
459;3436;7
460;2561;5
461;9186;7
462;6129;4
463;3591;4
465;2842;6
466;5844;3
467;5023;2
468;1371;7
469;8494;1
470;8681;2
471;4220;7
472;7948;7
473;7783;4
474;9934;7
476;6392;2
477;5079;3
479;1432;2
480;7458;7
481;1970;7
482;7615;5
483;1293;2
484;8322;6
485;7775;4
486;2026;2
487;7901;2
488;1699;2
489;4536;3
490;3327;2
491;6465;1
492;2458;6
493;3307;6
494;8998;5
495;7154;2
496;5916;7
497;8931;6
498;2575;3
499;2028;1
500;3260;4
502;7692;6
503;4322;4
504;2658;4
506;1573;2
507;1194;5
508;8124;7
