Employee_ID;Salary;Department
1;6531;6
2;6301;7
3;5954;6
4;5924;3
5;5785;7
6;2358;5
7;5032;4
9;6571;3
10;4909;5
11;3543;6
12;9765;4
13;3594;4
14;5590;2
15;3161;5
16;7741;6
17;9367;3
18;3969;0
19;2800;7
20;9902;5
21;1531;5
22;6716;2
23;5068;0
26;5473;2
28;5638;5
29;5510;3
30;2366;6
32;6499;3
33;3470;7
34;4243;6
35;2075;6
36;9211;4
37;1956;5
39;1732;1
40;2715;6
42;2044;2
43;9410;7
44;1527;5
45;5804;1
46;1056;5
47;8990;3
48;2341;3
49;5484;5
50;4403;5
52;7933;3
53;3358;5
54;4013;7
55;7249;2
56;3608;3
57;8212;6
59;7072;6
60;9851;4
61;8254;7
62;7485;6
63;5673;4
64;1658;5
65;5245;6
66;8928;5
67;6984;3
68;6975;4
69;6679;4
70;9390;4
73;9185;4
74;9809;1
75;2326;2
76;7040;3
77;3039;4
78;6258;7
79;6082;3
80;6674;4
81;7640;3
82;9153;4
83;8675;6
84;3398;1
86;1352;3
87;9869;4
88;3264;7
89;2477;3
90;3804;3
91;7437;5
92;9290;5
93;9479;4
94;5611;5
95;8219;2
96;4256;6
97;6759;0
98;1937;1
99;9836;6
100;7890;7
101;9762;1
102;5960;5
103;3058;5
104;8190;7
105;6505;4
106;2258;7
108;2439;7
109;2477;2
110;9534;7
111;4328;2
112;3940;2
114;9911;3
115;4738;6
116;7622;5
118;8474;0
119;4828;3
120;9697;6
121;9795;1
122;5138;3
123;5485;7
124;7778;7
125;2864;4
127;8918;2
128;3497;1
129;4630;2
130;3746;2
131;7951;4
132;6249;2
133;5366;5
135;3658;1
136;3008;3
137;1255;4
138;1533;1
139;4422;7
140;2684;5
141;7648;2
142;2049;3
143;2232;2
144;6242;3
145;2060;2
146;6520;4
148;8663;6
149;3338;4
150;4507;6
151;5297;3
152;5448;0
153;6901;6
154;9389;1
155;8839;7
157;8807;1
158;1549;4
159;8716;5
160;1632;2
161;7208;1
163;5529;7
164;8517;1
165;5817;3
168;5554;3
169;1624;3
172;2367;7
174;8975;1
175;4301;1
176;7317;3
177;7705;4
179;4046;4
180;9364;0
181;7211;1
182;3547;1
183;8718;1
184;1388;1
186;1246;7
187;3868;2
188;6416;5
189;6380;6
191;3943;4
192;1036;3
193;4271;7
194;5159;7
196;4245;3
198;1114;3
199;1131;5
201;9330;7
202;3595;1
203;8416;1
204;5766;2
205;9928;2
206;5560;2
207;1750;2
208;6588;2
209;8940;3
210;1881;4
211;9034;4
212;7352;5
214;2932;3
215;9737;6
218;3430;2
220;6869;2
221;5669;5
222;8819;5
223;8998;1
224;4724;6
225;3961;4
226;5104;7
228;9100;5
229;1335;6
230;2018;2
231;3283;1
232;4000;3
234;2993;7
235;9015;1
236;2279;1
237;9939;2
239;6861;3
