Employee_ID;Salary;Department
1;5036;3
2;6301;7
4;6803;1
7;5032;4
8;5194;6
10;4909;5
11;1629;0
12;4282;2
14;5590;2
15;3161;5
17;9367;3
18;2614;1
19;6777;7
20;8344;6
21;1531;5
22;6716;2
23;4497;7
24;2975;5
25;2124;5
26;5473;2
27;4239;6
28;2906;3
30;2366;6
32;6499;3
34;4243;6
35;2075;6
36;7243;2
38;2562;1
39;1732;1
40;2715;6
43;9410;7
45;5804;1
46;1056;5
47;8990;3
49;5484;5
51;5497;7
52;7933;3
53;3358;5
54;4013;7
55;7249;2
56;3608;3
57;8212;6
58;9583;3
60;9851;4
62;7485;6
63;5673;4
64;1658;5
65;5245;6
66;8928;5
67;8007;2
68;6975;4
69;1993;1
70;9390;4
73;9185;4
74;9809;1
75;2141;5
76;5136;2
77;3039;4
79;6082;3
80;6674;4
81;4990;1
82;7404;2
83;8675;6
84;3209;7
85;6576;6
88;3264;7
89;6571;3
91;2304;2
92;7180;4
94;7145;3
95;8219;2
96;4256;6
97;4783;4
98;1937;1
99;1609;0
100;2571;1
102;5960;5
104;1171;4
105;5084;6
106;6904;6
107;5628;3
108;2439;7
109;8911;6
111;4328;2
112;3940;2
113;7665;6
115;7149;1
117;7978;5
118;9700;5
121;9795;1
123;2029;6
124;7778;7
125;4761;3
128;4163;4
129;4630;2
135;3658;1
137;5447;2
138;1533;1
139;4422;7
141;7648;2
142;7526;3
143;2232;2
144;8013;1
145;2060;2
146;6520;4
147;8035;6
150;8525;7
154;9495;5
156;3841;6
157;6488;4
158;1549;4
159;8716;5
160;5454;6
161;7208;1
165;5817;3
166;8831;3
167;9355;5
168;5554;3
170;1846;5
172;2367;7
173;5997;5
176;7317;3
177;9586;5
178;7871;2
179;4046;4
182;1537;7
183;8718;1
184;1388;1
185;1329;5
187;3868;2
188;7876;4
190;3544;7
191;5920;4
192;1036;3
193;6990;3
194;7876;1
195;4293;0
196;4245;3
198;1114;3
200;8419;4
201;2397;3
202;3595;1
203;8416;1
205;9928;2
206;6957;0
207;1750;2
208;2041;7
209;8940;3
210;7124;5
212;7352;5
213;8006;2
214;2932;3
215;9737;6
216;2328;5
219;8954;3
221;5916;3
222;6147;5
223;8998;1
225;7393;6
226;5104;7
227;5650;4
229;3302;7
230;1406;3
232;4000;3
234;2993;7
235;9015;1
237;1100;7
239;6861;3
240;2534;5
245;9394;2
247;4217;5
249;7522;2
251;6257;4
252;7848;7
253;5954;5
254;9478;3
255;9006;1
256;6622;6
257;1799;7
258;6184;7
259;2972;3
260;1863;2
261;4124;7
263;7962;1
265;3895;4
267;9637;2
268;3622;5
269;2658;2
272;5253;4
275;5954;5
276;5158;1
277;6364;4
280;8399;6
281;6706;5
282;1613;3
283;6325;6
285;2535;5
286;3081;1
287;8933;1
290;9245;4
291;2766;6
292;6313;3
294;2157;7
296;6946;7
297;8154;4
298;9948;1
299;6530;6
300;8616;5
302;9751;1
303;3594;5
304;3956;1
306;9560;2
307;5008;4
310;9956;0
311;7324;7
313;1599;5
314;9505;5
315;7336;1
316;6110;2
317;2907;6
318;6303;6
320;2417;0
321;9029;1
323;8595;7
325;8340;0
326;4316;0
327;9935;2
328;7151;4
329;6402;6
330;2404;6
331;7091;2
334;9441;4
337;5037;6
338;3142;3
339;6390;7
343;5061;2
345;1170;5
346;6501;4
349;1860;1
350;9064;2
351;7131;6
354;1163;4
356;2748;6
357;9929;2
358;6880;2
360;1306;3
361;3323;1
362;7348;1
363;9410;3
364;4213;2
366;5254;2
368;6436;4
369;4105;4
370;4177;5
371;2964;6
372;8271;2
373;1988;0
376;1348;4
378;8434;7
379;7080;1
380;6031;2
381;3739;1
382;4260;4
383;4229;6
384;5514;1
386;5250;2
387;7812;6
388;1243;5
390;2787;0
393;3893;4
395;4029;5
396;5453;7
399;7829;4
400;6605;2
402;8921;7
403;6361;5
404;4033;0
405;1870;2
406;9642;6
407;8688;0
408;5016;2
410;1432;1
414;3735;1
415;2743;4
417;3993;2
418;8400;3
419;7675;2
420;4643;6
423;9243;1
424;3746;6
426;8673;7
428;4481;4
429;5246;1
430;6234;4
432;2192;3
433;6621;4
435;4198;1
436;6833;2
437;1557;1
438;6922;6
439;3779;4
440;6446;7
442;1763;5
445;2073;5
448;6110;5
452;4744;3
453;3242;1
454;9750;7
456;8196;2
457;5789;5
458;8094;1
460;9469;4
462;2930;3
463;3833;4
465;8676;5
467;5807;2
468;4070;2
469;5879;0
470;4089;0
475;7257;2
477;5287;3
478;7373;4
480;3494;7
481;3762;6
484;3095;7
488;4505;3
489;9425;1
490;9996;0
492;6106;5
493;3848;3
497;9830;3
499;4891;0
501;8843;5
502;8067;5
504;1245;6
505;3494;4
506;9583;1
510;8680;4
511;9759;7
513;5066;4
514;4341;3
515;2232;2
516;7788;4
517;6602;5
518;9347;2
519;8663;1
523;5883;1
524;6743;4
525;2685;5
526;1929;7
527;3426;7
528;9821;4
529;9252;6
530;6257;3
532;5106;7
534;8256;7
536;3413;3
538;3655;1
539;1009;7
540;3409;1
541;2012;3
542;8382;2
543;2903;7
545;2308;6
546;8988;7
547;8952;4
548;5713;2
549;9215;6
550;3045;7
551;4642;2
552;4423;3
553;5224;3
554;5643;6
555;7169;5
556;9550;7
557;7857;4
558;5222;3
560;9415;2
562;5145;4
564;6575;1
565;9164;1
566;5900;2
567;1330;1
568;9042;5
569;9313;6
570;6229;1
571;4492;7
573;8446;1
574;3067;2
575;7979;4
576;3995;3
578;5519;7
579;6258;5
580;5875;3
583;9276;3
584;6882;6
586;3702;1
587;7037;5
588;1377;5
589;7840;3
590;7865;2
591;5933;7
592;6367;3
594;5636;7
595;3275;2
596;5074;5
597;4237;7
598;3158;3
599;2155;7
601;2725;1
602;4296;7
603;1919;5
604;1788;7
605;1967;2
606;1160;6
607;6815;7
608;5205;7
609;6788;3
613;4723;7
616;6837;1
618;2517;4
619;9760;0
620;3876;5
621;8267;4
622;7118;0
623;7579;7
624;6429;3
625;9856;4
626;2445;1
627;6348;5
628;9153;1
630;6727;1
631;2315;5
632;9216;5
633;1327;3
634;4285;4
635;5392;6
637;2653;3
639;8868;1
641;6993;3
643;9702;6
644;6330;5
645;5926;6
646;2882;5
647;8044;2
648;6490;6
651;4966;4
653;5894;2
654;2298;7
655;5509;7
656;4654;3
657;8639;3
658;3184;3
659;1210;6
661;9921;2
662;3399;4
663;4769;0
664;5165;3
666;9903;3
667;6948;3
668;6175;2
669;1004;4
670;9270;0
671;2614;0
672;1931;3
675;4764;6
676;4715;1
678;4462;7
680;9654;4
681;4546;7
682;8706;3
683;7595;5
688;6026;5
689;3661;0
691;9133;3
692;8443;5
694;3686;3
696;6693;4
697;1795;1
698;5844;3
699;1368;6
700;9092;1
701;5162;5
702;2101;5
703;7054;1
704;3233;7
705;1583;7
706;5920;1
708;1387;4
709;3000;5
710;4976;5
713;3792;7
714;8987;4
715;7609;1
716;4387;3
717;7454;3
719;7642;6
721;6155;7
723;8656;4
725;8598;4
727;7049;4
728;6321;0
729;6330;4
730;5981;2
731;1072;6
732;8306;1
733;1096;7
734;7374;6
735;9689;3
738;7615;7
739;9622;5
740;3778;4
